e, e_dot, e_int, stamp, 
-0.12545432947801036, 0.01794409504441032, -0.025632856188546833, 76297000000, 
-0.12280947696194947, 0.01797159465636411, -0.025097650786587898, 76331000000, 
-0.12042302156810547, 0.016771026366349622, -0.024579121867204352, 76365000000, 
-0.11800273140203954, 0.01602248519969975, -0.02408234866213963, 76399000000, 
-0.11554240356103065, 0.016268726690249386, -0.023597877102078377, 76433000000, 
-0.11325429973640794, 0.015828105552105343, -0.023119962313298544, 76467000000, 
-0.11107045215128841, 0.014906504699140807, -0.02265781036324847, 76501000000, 
-0.10881535469746942, 0.014796483463128396, -0.022209340439011054, 76535000000, 
-0.1065327820985322, 0.015125566842520699, -0.021761239263152668, 76569000000, 
-0.10437178544296585, 0.014811897515011885, -0.021314661482597832, 76603000000, 
-0.10233499263128562, 0.013992631557488608, -0.020882637344852243, 76637000000, 
-0.10039487162950189, 0.013256379378213204, -0.020473443313583556, 76671000000, 
-0.0985357806633497, 0.012664039893119742, -0.020084376328275814, 76705000000, 
-0.0966695009024734, 0.012417902423428329, -0.01970667687968833, 76739000000, 
-0.09477756998464298, 0.012527368929022379, -0.019332190103364406, 76773000000, 
-0.09292803579095357, 0.012471550371732735, -0.018958340445204665, 76807000000, 
-0.09110714269222403, 0.012234757641396513, -0.01858751656452137, 76841000000, 
-0.08937705916890648, 0.011836588740156972, -0.01822748251013894, 76875000000, 
-0.08774472824857679, 0.011208048145490793, -0.017881928673980484, 76909000000, 
-0.08609047675465636, 0.010955274714167055, -0.01754748427814264, 76943000000, 
-0.0845125542641344, 0.010773913281474645, -0.017223183951157836, 76977000000, 
-0.08305712474235413, 0.010111173374340773, -0.016910677050742992, 77011000000, 
-0.0815942475087103, 0.00972768918474698, -0.01661092843434659, 77045000000, 
-0.08009181987561406, 0.009884349555800235, -0.016316212808445234, 77079000000, 
-0.07864840880083104, 0.009819462359597539, -0.016022298412343695, 77113000000, 
-0.07725731129949007, 0.009448361920413317, -0.01573316933172901, 77147000000, 
-0.07592541885382809, 0.009076633156676525, -0.015455409263609946, 77181000000, 
-0.07461459124873587, 0.008809066835847312, -0.015186488093470268, 77215000000, 
-0.07333062826897577, 0.00864930194950773, -0.014924709224769316, 77249000000, 
-0.07207235725931341, 0.008474113298074884, -0.01466783845180167, 77283000000, 
-0.06955131265883649, 0.012597718700464259, -0.014330286545808377, 77351000000, 
-0.06833762923850861, 0.01244909340268265, -0.013997419943777234, 77385000000, 
-0.06720972570959033, 0.007805289830820535, -0.013673244507129029, 77419000000, 
-0.06610636357366123, 0.007437552216157939, -0.013443581234784011, 77453000000, 
-0.0649863474789158, 0.007411260768915111, -0.013220162450811156, 77487000000, 
-0.06389079332745085, 0.0073852341540346185, -0.012998900292001857, 77521000000, 
-0.06286215370102222, 0.007080645926311931, -0.012782619633825924, 77555000000, 
-0.06182769286681633, 0.006877001535448383, -0.012572042659685959, 77589000000, 
-0.06079030269909713, 0.006906170006416949, -0.012365343284462378, 77623000000, 
0.04049829839123009, 0.3410866375268214, -0.005474646478312225, 77657000000, 
0.04257793743070187, 0.3445608004326634, 0.0014857288748556555, 77691000000, 
0.04455656119938689, 0.013527542693855995, 0.00850885313475459, 77725000000, 
0.04638815382011413, 0.01270072129804086, 0.00890151016334686, 77759000000, 
0.04827114712228245, 0.012381953076318527, 0.009281057476118898, 77793000000, 
0.05022404121102775, 0.01278629130304539, 0.009658889476894954, 77827000000, 
0.05208906065023278, 0.012726378426501095, 0.010038949932236198, 77861000000, 
0.053879349922800995, 0.012184362372577492, 0.010412830118937434, 77895000000, 
0.053442486463930294, 0.004511419378991725, 0.010627393135797605, 77929000000, 
0.04957879944201807, -0.014335168269276425, 0.01046004238858329, 77963000000, 
0.04821802147083484, -0.01741488331031817, 0.010082620491785547, 77997000000, 
0.04821541397236345, -0.004544618232182052, 0.009734148992347758, 78031000000, 
0.04637011216162931, -0.00615969769735177, 0.009520236506988506, 78065000000, 
0.04406905575004086, -0.013821194074408646, 0.009243638792268909, 78099000000, 
0.042909968769642926, -0.011533811306621289, 0.008889942445420873, 78133000000, 
0.04214872925022595, -0.006401088332716372, 0.008608516917993981, 78167000000, 
0.041272485919727264, -0.005458276166385538, 0.008422078929306409, 78201000000, 
0.040394274967069016, -0.005848180943856436, 0.008254366009134815, 78235000000, 
0.039451073451703095, -0.0060713748934138985, 0.00807452228923329, 78269000000, 
0.03827993033481161, -0.007047815440858011, 0.007875018583572249, 78303000000, 
0.03736195645777329, -0.006963723313099339, 0.0076728640162858665, 78337000000, 
0.03674945495058657, -0.00510158461408348, 0.007492756116211432, 78371000000, 
0.03589471581058254, -0.0048908021573025135, 0.00733374181459616, 78405000000, 
0.033950060623918865, -0.009331314422225678, 0.007106282092339198, 78473000000, 
0.03314450416420525, -0.009167372154590958, 0.006865952039913777, 78507000000, 
0.03135759599247884, -0.00864154877146676, 0.00656347738537353, 78575000000, 
0.03053661214888101, -0.00869297338441414, 0.00633591415370434, 78609000000, 
0.029728917570594926, -0.005428928072946371, 0.006108208380796985, 78643000000, 
0.028941259190089413, -0.005317843195971987, 0.00594711926063769, 78677000000, 
0.02816076234870621, -0.0052271840729623915, 0.00578872927395937, 78711000000, 
0.027343691481699295, -0.005325225694633728, 0.005629714201366327, 78745000000, 
0.026522423629359554, -0.0054611290644888495, 0.00546845849731767, 78779000000, 
0.025727129166664725, -0.0053885410501152324, 0.005306216285181572, 78813000000, 
0.025021729657223796, -0.005002313240452527, 0.005151418830216538, 78847000000, 
0.02444757168705783, -0.004265191598689655, 0.005013095367396424, 78881000000, 
0.02383264758514353, -0.003963606906934221, 0.00488679659529501, 78915000000, 
0.023175233427791875, -0.004241127530886513, 0.004763696846666216, 78949000000, 
0.02260383431480989, -0.004096044234445466, 0.004640781021849686, 78983000000, 
0.022040933158055304, -0.0037810008991219037, 0.004521333393377138, 79017000000, 
0.021391588725860472, -0.004040818629831393, 0.004402423746581711, 79051000000, 
0.020780377375295783, -0.004201852609198402, 0.004280859950614104, 79085000000, 
0.020256544057277198, -0.0037834822286109127, 0.004161900677228897, 79119000000, 
0.019756933172438762, -0.0034114806761900707, 0.004052923640334116, 79153000000, 
0.019230866289338844, -0.003418925893127848, 0.00394962290127032, 79187000000, 
0.0187042136297019, -0.00350906514245621, 0.0038461342060986336, 79221000000, 
0.018202825565420744, -0.0034268024130603334, 0.0037425270322974324, 79255000000, 
0.017701294777592025, -0.0033430628403662475, 0.0036405555981809776, 79289000000, 
0.017207847948336547, -0.003316592056947324, 0.0035407978860899545, 79323000000, 
0.016744284862044684, -0.00319003305182447, 0.003443561839198217, 79357000000, 
0.016289162481623654, -0.0030622848890429766, 0.0033494196861336588, 79391000000, 
0.015837341933105237, -0.0030231430964648234, 0.0032580526184515716, 79425000000, 
0.01541520111571218, -0.0029132045530382475, 0.003169447035362738, 79459000000, 
0.01501068047606327, -0.002755538190139887, 0.0030842149016587126, 79493000000, 
0.01459631242005796, -0.002729628985514062, 0.003001479600788894, 79527000000, 
0.014187906445530057, -0.0027425801017773774, 0.002919659956110086, 79561000000, 
0.013806962085272434, -0.002631167782618423, 0.0028394120633906967, 79595000000, 
0.013440514385149205, -0.002491306867936175, 0.0027623588610634466, 79629000000, 
0.01308309317750636, -0.0024128963592202437, 0.0026887046431952, 79663000000, 
0.012743263077548944, -0.002324171025334202, 0.002617791376013634, 79697000000, 
0.012401416290591244, -0.002272256289717056, 0.0025485181697097697, 79731000000, 
0.012064697373025624, -0.002261885681744402, 0.0024806251160777205, 79765000000, 
0.011744833503003926, -0.002188609291957725, 0.002414063144441386, 79799000000, 
0.011435556266417679, -0.0020971370220264816, 0.0023496724761631485, 79833000000, 
0.01113520568606191, -0.002032092723140052, 0.002287706363698901, 79867000000, 
0.010853709108613774, -0.0019394905260130175, 0.0022282980707395575, 79901000000, 
0.010581244313799532, -0.0018465379075412642, 0.0021713439405650144, 79935000000, 
0.010309421371557631, -0.0018142924568538092, 0.0021162916529313958, 79969000000, 
0.010039873116842013, -0.0018045706565250619, 0.0020620359201466115, 80003000000, 
0.00977740203528582, -0.001773397787572702, 0.0020084464349123645, 80037000000, 
0.009532360516673888, -0.0016917086672270838, 0.0019566423779201147, 80071000000, 
0.009294394904669295, -0.0016100237687217505, 0.0019069438304419335, 80105000000, 
0.009062523473850448, -0.0015661234760781333, 0.0018592852596795754, 80139000000, 
0.008844828965411139, -0.0014985531308605211, 0.0018134498229287253, 80173000000, 
0.00863206841301159, -0.0014348502027961934, 0.0017692947234848784, 80207000000, 
0.008423395510661846, -0.001404778182497642, 0.0017266861926056383, 80241000000, 
0.008232317870024541, -0.0013325018099568282, 0.0016858521195798652, 80275000000, 
0.008053629283286873, -0.0012325540912499118, 0.0016472895109315507, 80309000000, 
0.007871660834796013, -0.0012021901174284293, 0.0016105071992071618, 80343000000, 
0.007694328207817874, -0.0011976702515633282, 0.0015746412217267174, 80377000000, 
0.007534142086015744, -0.0011250624959342297, 0.001540008741908642, 80411000000, 
0.007380733999045819, -0.0010453140292401852, 0.0015072802861919624, 80445000000, 
0.0072226264552942565, -0.001038385435738291, 0.001475833502690388, 80479000000, 
0.007064666667864955, -0.0010535577706028791, 0.0014445351414803353, 80513000000, 
0.0069108948809901705, -0.0010391052476802869, 0.0014132125336099588, 80547000000, 
0.006762394729132398, -0.0010075731291085226, 0.0013825304185325015, 80581000000, 
0.006616892388473822, -0.000980008308387829, 0.001352678799906426, 80615000000, 
0.0064722333002130705, -0.0009672047630644257, 0.001323434694521286, 80649000000, 
0.00633034207646177, -0.0009551677067068387, 0.001294631184343244, 80683000000, 
0.00619129552717973, -0.0009364592434444688, 0.0012662580602569714, 80717000000, 
0.006052161920926086, -0.0009272671851189481, 0.001238253301637839, 80751000000, 
0.005915446125428103, -0.0009194980058387555, 0.0012105935715689279, 80785000000, 
0.005780055942993967, -0.0009070199264403963, 0.001183177599289877, 80819000000, 
0.005648219785832881, -0.0008907544653174079, 0.0011562481236169968, 80853000000, 
0.005518187577805533, -0.0008728945506281116, 0.0011297642204421588, 80887000000, 
0.005387091954933448, -0.0008704261029981083, 0.0011035666212381241, 80921000000, 
0.0052600977624925604, -0.0008602993843765764, 0.0010776918196821028, 80955000000, 
0.005138401360507333, -0.000828968648087051, 0.0010523727385288895, 80989000000, 
0.005018749590599891, -0.0008044939063088971, 0.0010278165809066524, 81023000000, 
0.004901132383282353, -0.0007908965907499343, 0.0010038855556259718, 81057000000, 
0.004787583702900916, -0.0007705529589965843, 0.000980497711785544, 81091000000, 
0.004677478034913751, -0.0007455144945620051, 0.0009577462747398013, 81125000000, 
0.004569716907993293, -0.0007262226496920765, 0.0009356519097205307, 81159000000, 
0.004466623572700251, -0.0007028482073783334, 0.0009142545677071531, 81193000000, 
0.004371781696272059, -0.0006597840390707802, 0.0008938748117977069, 81227000000, 
0.004282713648343511, -0.000613033081189133, 0.0008747412611543881, 81261000000, 
0.0041959526892093035, -0.000586096690209185, 0.0008566965355883249, 81295000000, 
0.004112983219381611, -0.0005657680965396686, 0.0008394433037956283, 81329000000, 
0.004037940013761759, -0.0005267089181584805, 0.0008231250614901783, 81363000000, 
0.003965338864084511, -0.0004921478509903321, 0.0008077508064818587, 81397000000, 
0.0038927431397554335, -0.0004839895800210862, 0.0007930681345067802, 81431000000, 
0.003821053136631558, -0.00048095242484317663, 0.0007786090093647669, 81465000000, 
0.0037513456870002793, -0.0004713248425171808, 0.0007643427975591514, 81499000000, 
0.0036833975248727058, -0.0004588520391961744, 0.0007503864232336362, 81533000000, 
0.0036168458962214656, -0.00044833263592937894, 0.0007367726072062966, 81567000000, 
0.0035516290397831496, -0.00043922828363185396, 0.0007234581640584881, 81601000000, 
0.003487852800250657, -0.00042997698656936184, 0.0007104218490836848, 81635000000, 
0.0034254700835098795, -0.0004205298542442337, 0.0006976634615695791, 81669000000, 
0.003364443860779359, -0.00041136313157099275, 0.0006851844496359931, 81703000000, 
0.0033047509451231416, -0.0004023971279557929, 0.0006729776592941587, 81737000000, 
0.003246349086614253, -0.00039364924721702055, 0.0006610362595011169, 81771000000, 
0.0031892382475584014, -0.00038504232521580084, 0.0006493558852863864, 81805000000, 
0.003133329088590181, -0.0003767333267469068, 0.0006379277615175224, 81839000000, 
0.0030786496445654177, -0.0003686286766432789, 0.0006267477987142667, 81873000000, 
0.003025172283399824, -0.0003605226839678566, 0.0006158100677703615, 81907000000, 
0.002972864493054256, -0.00035261717170387286, 0.0006051124280679665, 81941000000, 
0.002921711074603678, -0.0003448706959871539, 0.0005946498567371838, 81975000000, 
0.0028716788345544697, -0.0003372855283326204, 0.0005844169601474936, 82009000000, 
0.002822721960334923, -0.00032996371422918297, 0.0005744074579662046, 82043000000, 
0.0027748706327255512, -0.0003226940060963949, 0.0005646180951743296, 82077000000, 
0.0027280508039967954, -0.00031557052112709166, 0.0005550428931371513, 82111000000, 
0.002682276818098017, -0.00030864604875844676, 0.000545679883654691, 82145000000, 
0.002637493905726873, -0.0003018563275664077, 0.0005365214351881124, 82179000000, 
0.0025937200836176066, -0.0002951891149347019, 0.0005275660538294998, 82213000000, 
0.002550921907746889, -0.00028857332659994645, 0.0005188090598060912, 82247000000, 
0.0025090814218642066, -0.00028212887251133356, 0.0005102482275485802, 82281000000, 
0.0024681571532465807, -0.0002758825150010284, 0.0005018773655238451, 82315000000, 
0.0024281724221292267, -0.0002696966657832663, 0.0004936940664826676, 82349000000, 
0.0023890653381986038, -0.0002636393834932564, 0.0004856929942382941, 82383000000, 
0.0023508539809397044, -0.0002577281372984075, 0.000477872782751169, 82417000000, 
0.0023134879002506825, -0.00025192479315973754, 0.000470227147959266, 82451000000, 
0.002276985669236259, -0.00024622770567815183, 0.00046275517002844306, 82485000000, 
0.0022413190821693185, -0.00024056272693787997, 0.0004554528434437507, 82519000000, 
0.002206474281283982, -0.00023503795984092246, 0.00044831860217930394, 82553000000, 
0.002172414957400226, -0.00022968041589697488, 0.0004413472213902351, 82587000000, 
0.0021386874438746595, -0.00022595612469774226, 0.0004345051121705912, 82621000000, 
0.002104390375550713, -0.00022674860616504292, 0.0004276995184550399, 82655000000, 
0.002070356436057158, -0.00022777002605833818, 0.0004208956170321687, 82689000000, 
0.0020377919229595254, -0.000221994841970626, 0.00041416924897115975, 82723000000, 
-0.014971608299685663, -0.056806549119142735, -0.0007242306627112653, 82757000000, 
-0.015071238469456794, -0.057030101308054394, -0.0018670036564121953, 82791000000, 
-0.014294074583576122, 0.0022584457203651356, -0.002955794756847905, 82825000000, 
-0.011942914663386178, 0.010427746020235384, -0.0027538818477612728, 82859000000, 
-0.010828651760656699, 0.011551409409731409, -0.0024710427338412665, 82893000000, 
-0.011733942172409362, 0.0006965749699227216, -0.0023003672397634827, 82927000000, 
-0.011941660746483118, -0.0037100299527547307, -0.0023002836453032784, 82961000000, 
-0.011175059154553219, 0.0018629433928538108, -0.0023233774715630466, 82995000000, 
-0.01072513395648994, 0.004055089299977259, -0.0022561235905017517, 83029000000, 
-0.010659188600893155, 0.001719568512200213, -0.002170625447462421, 83063000000, 
-0.010483342973349047, 0.0008059699438029792, -0.002124511035382143, 83097000000, 
-0.010182965341529238, 0.0015874108645463902, -0.002088366461051429, 83131000000, 
-0.009926086884553043, 0.001857520295986681, -0.002039493013295422, 83165000000, 
-0.009716513217048667, 0.0015548404149352362, -0.0019883710295420633, 83199000000, 
-0.009501387046017579, 0.0014156661284515464, -0.0019429324765079525, 83233000000, 
-0.00927852669126672, 0.0014599550859398236, -0.001899761796955531, 83267000000, 
-0.009063421377677683, 0.001459885561132986, -0.0018562223409974653, 83301000000, 
-0.008857121969186948, 0.0014046824069325707, -0.0018132713358754234, 83335000000, 
-0.008655167038914835, 0.0013608477958761596, -0.001771714025718631, 83369000000, 
-0.008456788289544742, 0.0013344455988073545, -0.0017312718198431018, 83403000000, 
-0.008263073682340166, 0.0013069778552488958, -0.0016916686007199828, 83437000000, 
-0.008074127442467494, 0.0012755361569241619, -0.0016529326276234935, 83471000000, 
-0.007889623206034868, 0.0012448349210176606, -0.0016151216220561685, 83505000000, 
-0.007709301126733653, 0.0012160877191128017, -0.001578203451682401, 83539000000, 
-0.007533163465867632, 0.0011881991338907882, -0.0015421391865757434, 83573000000, 
-0.007361148774056053, 0.001160507842258666, -0.0015069075577771559, 83607000000, 
-0.007193145034909448, 0.001133394769860611, -0.0014724971516555422, 83641000000, 
-0.007029021993359114, 0.0011070892689897989, -0.0014388877201549743, 83675000000, 
-0.006868695927581381, 0.0010814970244268918, -0.001406057530389996, 83709000000, 
-0.006712119424094637, 0.0010563418975482557, -0.0013739891563356755, 83743000000, 
-0.006559158611651711, 0.0010317910530988998, -0.0013426649308885153, 83777000000, 
-0.006409714824739149, 0.00100801533118496, -0.0013120661906990331, 83811000000, 
-0.0062637677745606135, 0.0009846361236369912, -0.0012821760807300983, 83845000000, 
-0.006121179188000009, 0.0009617854557971336, -0.0012529774524866514, 83879000000, 
-0.005981923856208021, 0.0009394797278419742, -0.0012244580545845763, 83913000000, 
-0.005845893054210155, 0.0009176204459661793, -0.0011965997398945456, 83947000000, 
-0.00571299989899382, 0.0008964131907140035, -0.0011693877872941331, 83981000000, 
-0.005583189913598574, 0.0008756771353719365, -0.0011428055244535032, 84015000000, 
-0.005456386921669304, 0.0008553765910817209, -0.00111683844895078, 84049000000, 
-0.005332497135125208, 0.0008356425949112197, -0.0010914715980262057, 84083000000, 
-0.005211458464818436, 0.0008164281895028935, -0.0010666895014408632, 84117000000, 
-0.005093268568236942, 0.0007974285562942218, -0.001042481611212039, 84151000000, 
-0.004977791671006981, 0.0007788893127048483, -0.001018834580270824, 84185000000, 
-0.004864984108967407, 0.0007609481975651144, -0.0009957362898807554, 84219000000, 
-0.004754785334792372, 0.0007433544540486984, -0.0009731707409844506, 84253000000, 
-0.004647114070032349, 0.0007262334631168618, -0.0009511255675861419, 84287000000, 
-0.004541926026988857, 0.0007095310260117152, -0.0009295883621209052, 84321000000, 
-0.004439176623591806, 0.0006931248214684752, -0.0009085477813742008, 84355000000, 
-0.004338797352681251, 0.0006770955810253554, -0.0008879933335507943, 84389000000, 
-0.004240716565945324, 0.0006615335254882745, -0.0008679127028145587, 84423000000, 
-0.004144901451768962, 0.000646319669707629, -0.0008482943580263691, 84457000000, 
-0.004051317837226565, 0.0006313290957291976, -0.0008291290569960567, 84491000000, 
-0.003959853913911515, 0.0006168251261914892, -0.0008104048801938027, 84525000000, 
-0.003870505892390269, 0.0006027064827876516, -0.00079211184290189, 84559000000, 
-0.003783236617268343, 0.0005887243221439076, -0.0007742397615713418, 84593000000, 
-0.0036979685704483234, 0.0005751244064731523, -0.0007567807386737957, 84627000000, 
-0.0036146634211328688, 0.0005619106537849139, -0.0007397245739233023, 84661000000, 
-0.0035332838932700394, 0.0005489489239276132, -0.0007230610589900821, 84695000000, 
-0.0034537372844829772, 0.0005364204554996385, -0.000706778973259059, 84729000000, 
-0.0033760470812939647, 0.0005241227065869158, -0.0006908712172697987, 84763000000, 
-0.0033001321879098655, 0.000512016988577039, -0.0006753277702457872, 84797000000, 
-0.0032259604929644747, 0.0005002886277649665, -0.0006601426508112203, 84831000000, 
-0.003153504179619099, 0.0004887600276358891, -0.0006453064573662293, 84865000000, 
-0.003082709955981311, 0.0004775017899438794, -0.0006308116419043256, 84899000000, 
-0.003013543850757222, 0.000466534429539589, -0.0006166505324238422, 84933000000, 
-0.0029459639278055227, 0.00045582009391929396, -0.0006028145156362704, 84967000000, 
-0.002879923262893963, 0.00044540195954419676, -0.0005892954027637805, 85001000000, 
-0.0028154015482736994, 0.0004352079317727446, -0.0005760859159315457, 85035000000, 
-0.002752350736166753, 0.0004252417557573662, -0.0005631783698222943, 85069000000, 
-0.002690745885063489, 0.00041551887736736753, -0.0005505665446335961, 85103000000, 
-0.002630565983629013, 0.0004059491751258008, -0.0005382441736572837, 85137000000, 
-0.0025717619767788857, 0.00039661302761534456, -0.0005262049230314259, 85171000000, 
-0.0025143039009500323, 0.00038754027559660215, -0.0005144421240905287, 85205000000, 
-0.0024581662800750026, 0.00037865232234627716, -0.0005029488105202614, 85239000000, 
-0.0024032863808468308, 0.0003700584003440051, -0.0004917171041247911, 85273000000, 
-0.002349680793695741, 0.0003616182879308723, -0.00048074223030783827, 85307000000, 
-0.0022972926290793505, 0.0003533125058916009, -0.0004700173202414615, 85341000000, 
-0.0022461002045643663, 0.0003452686304379153, -0.0004595382418226305, 85375000000, 
-0.002196085122207009, 0.000337358356241139, -0.0004492985303900484, 85409000000, 
-0.002147210588980847, 0.000329632051945065, -0.0004392930610501481, 85443000000, 
-0.0020994504385448143, 0.00032211561220731505, -0.000429516409982178, 85477000000, 
-0.002052780042227642, 0.00031476848917734906, -0.0004199627379835535, 85511000000, 
-0.002007181575680972, 0.000307562876212808, -0.00041062747043022857, 85545000000, 
-0.0019626033852324365, 0.00030058885665068535, -0.0004015043335427367, 85579000000, 
-0.0019190436671951694, 0.00029379302828600834, -0.00039258857520723853, 85613000000, 
-0.0018764836268879148, 0.0002870658611484056, -0.0003838753786210347, 85647000000, 
-0.0018348880197536221, 0.0002805188248051575, -0.0003753610209224471, 85681000000, 
-0.0017942476937761742, 0.0002741197770391353, -0.00036704128936118077, 85715000000, 
-0.0017545261270044965, 0.0002678729758304188, -0.00035891078936895284, 85749000000, 
-0.0017157054656836146, 0.0002618074269751987, -0.0003509652857642857, 85783000000, 
-0.0016777716986832447, 0.0002558480944041726, -0.00034320021942475706, 85817000000, 
-0.0016407077879516951, 0.00024999225910639816, -0.0003356123301545703, 85851000000, 
-0.0016044833755782528, 0.00024429441034997296, -0.0003281975241475462, 85885000000, 
-0.0015690682357555052, 0.00023879850732063299, -0.00032095062661903023, 85919000000, 
-0.0015344663828689986, 0.00023338997569751405, -0.00031386786628018377, 85953000000, 
-0.0015006458513939502, 0.0002280746145385167, -0.00030694536466789694, 85987000000, 
-0.0014675951997794034, 0.00022290394363198388, -0.00030018049560282347, 86021000000, 
-0.0014352963377110006, 0.0002178317122764987, -0.00029356915925895697, 86055000000, 
-0.001403732452177231, 0.00021287582534057492, -0.00028710826597784235, 86089000000, 
-0.0013728798410570786, 0.00020805498884640672, -0.00028079390872968736, 86123000000, 
-0.0013427225995828462, 0.0002033661753146158, -0.0002746223261878104, 86157000000, 
-0.0013132584600165087, 0.0001987379368018997, -0.0002685907267104289, 86191000000, 
-0.0012844561263429533, 0.00019422157746630994, -0.0002626958123961539, 86225000000, 
-0.0012563049015249517, 0.00018984519497185678, -0.0002569346325256276, 86259000000, 
-0.0012287873570839547, 0.00018556256419666184, -0.0002513032256634573, 86293000000, 
-0.0012018921367982494, 0.00018137588242234104, -0.0002457989596938104, 86327000000, 
-0.0011756021767042601, 0.00017728393459898184, -0.00024041877803909761, 86361000000, 
-0.0011499126075777688, 0.00017326509740160181, -0.00023516046140535188, 86395000000, 
-0.0011248047753981139, 0.00016932467102048765, -0.00023002130397867617, 86429000000, 
-0.0011002606652025515, 0.00016550647458405768, -0.00022499853654522894, 86463000000, 
-0.0010762683640055393, 0.00016178803797524863, -0.0002200889203070803, 86497000000, 
-0.0010528208959237617, 0.00015813256426263264, -0.00021528999500879017, 86531000000, 
-0.0010298959666081575, 0.00015457465799127249, -0.00021059901510249722, 86565000000, 
-0.0010074890770783995, 0.00015110606281787398, -0.0002060137293073546, 86599000000, 
-0.0009855822924731417, 0.00014771224711671951, -0.0002015311557439799, 86633000000, 
-0.0009641730466570797, 0.00014438676807106607, -0.0001971496277472414, 86667000000, 
-0.0009432487671472978, 0.0001411117510861463, -0.00019286694041850127, 86701000000, 
-0.0009227939295348431, 0.00013793039040745544, -0.00018868104955594803, 86735000000, 
-0.0009027947862036978, 0.00013484660314533325, -0.00018458916552572258, 86769000000, 
-0.0008832523888602783, 0.00013180513558188242, -0.00018058940697325462, 86803000000, 
-0.0008641404808506226, 0.00012884768451025078, -0.00017667917706097326, 86837000000, 
-0.0008454592887179035, 0.00012597700047458268, -0.0001728568105619203, 86871000000, 
-0.0008271965169266704, 0.00012314654641317388, -0.0001691197524330131, 86905000000, 
-0.0008093455282553175, 0.00012037920154195358, -0.0001654667555933261, 86939000000, 
-0.00079189689708975, 0.00011766539945640142, -0.00016189592948478252, 86973000000, 
-0.0007748393251719721, 0.00011502067694448466, -0.0001584054500344693, 87007000000, 
-0.0007581620322010818, 0.0001124495496288939, -0.00015499321696418693, 87041000000, 
-0.000741859992927224, 0.00010993110748249342, -0.00015165742335335186, 87075000000, 
-0.0007259191440668333, 0.00010747629378082824, -0.0001483960779463426, 87109000000, 
-0.0007103366362320451, 0.0001050778556505964, -0.0001452077182150735, 87143000000, 
-0.0006950992964759872, 0.00010273282530282035, -0.00014209033845165772, 87177000000, 
-0.0006802058447677728, 0.00010043597154757444, -0.00013904278516505366, 87211000000, 
-0.0006656474631169251, 9.817277786354033e-05, -0.000136063506957379, 87245000000, 
-0.0006514135167007273, 9.597442689015152e-05, -0.00013315112163902836, 87279000000, 
-0.000637494307712011, 9.38438513497138e-05, -0.0001303036858353109, 87313000000, 
