x, y, 
-7.5, 5.1400000000000015, 
-7.5, 5.090000000000001, 
-7.5, 5.04, 
-7.5, 4.990000000000001, 
-7.5, 4.94, 
-7.5, 4.8900000000000015, 
-7.5, 4.840000000000001, 
-7.5, 4.79, 
-7.5, 4.740000000000001, 
-7.5, 4.69, 
-7.5, 4.6400000000000015, 
-7.5, 4.590000000000001, 
-7.5, 4.54, 
-7.5, 4.490000000000001, 
-7.5, 4.44, 
-7.5, 4.3900000000000015, 
-7.5, 4.340000000000001, 
-7.5, 4.29, 
-7.5, 4.240000000000001, 
-7.5, 4.19, 
-7.5, 4.1400000000000015, 
-7.5, 4.04, 
-7.5, 3.990000000000001, 
-7.5, 3.9400000000000004, 
-7.5, 3.8900000000000006, 
-7.5, 3.8400000000000007, 
-7.5, 3.790000000000001, 
-7.5, 3.740000000000001, 
-7.5, 3.6900000000000004, 
-7.5, 3.5900000000000007, 
-7.5, 3.540000000000001, 
-7.5, 3.490000000000001, 
-7.5, 3.4400000000000004, 
-7.45, 5.1400000000000015, 
-7.45, 5.090000000000001, 
-7.45, 5.04, 
-7.45, 4.990000000000001, 
-7.45, 4.94, 
-7.45, 4.8900000000000015, 
-7.45, 4.840000000000001, 
-7.45, 4.79, 
-7.45, 4.740000000000001, 
-7.45, 4.69, 
-7.45, 4.6400000000000015, 
-7.45, 4.590000000000001, 
-7.45, 4.54, 
-7.45, 4.490000000000001, 
-7.45, 4.44, 
-7.45, 4.3900000000000015, 
-7.45, 4.340000000000001, 
-7.45, 4.29, 
-7.45, 4.240000000000001, 
-7.45, 4.19, 
-7.45, 4.1400000000000015, 
-7.45, 4.090000000000001, 
-7.45, 4.04, 
-7.45, 3.990000000000001, 
-7.45, 3.9400000000000004, 
-7.45, 3.8900000000000006, 
-7.45, 3.8400000000000007, 
-7.45, 3.790000000000001, 
-7.45, 3.740000000000001, 
-7.45, 3.6900000000000004, 
-7.45, 3.6400000000000006, 
-7.45, 3.5900000000000007, 
-7.45, 3.540000000000001, 
-7.45, 3.490000000000001, 
-7.45, 3.4400000000000004, 
-7.45, 3.3900000000000006, 
-7.45, 3.3400000000000007, 
-7.45, 3.290000000000001, 
-7.45, 3.240000000000001, 
-7.45, 3.1900000000000004, 
-7.45, 3.1400000000000006, 
-7.45, 3.0900000000000007, 
-7.45, 3.040000000000001, 
-7.45, 2.990000000000001, 
-7.45, 2.9400000000000004, 
-7.45, 2.8900000000000006, 
-7.45, 2.8400000000000007, 
-7.45, 2.790000000000001, 
-7.45, 2.740000000000001, 
-7.45, 2.6900000000000004, 
-7.45, 2.6400000000000006, 
-7.45, 2.5900000000000007, 
-7.45, 2.540000000000001, 
-7.45, 2.490000000000001, 
-7.45, 2.4400000000000004, 
-7.45, 2.3900000000000006, 
-7.45, 2.3400000000000007, 
-7.45, 2.290000000000001, 
-7.45, 2.240000000000001, 
-7.45, 2.1900000000000004, 
-7.45, 2.1400000000000006, 
-7.45, 2.0900000000000007, 
-7.45, 2.040000000000001, 
-7.45, 1.990000000000001, 
-7.45, 1.9400000000000004, 
-7.45, 1.8900000000000006, 
-7.45, 1.8400000000000007, 
-7.45, 1.790000000000001, 
-7.45, 1.740000000000001, 
-7.45, 1.6900000000000004, 
-7.45, 1.6400000000000006, 
-7.45, 1.5900000000000007, 
-7.45, 1.540000000000001, 
-7.45, 1.490000000000001, 
-7.45, 1.4400000000000004, 
-7.45, 1.240000000000001, 
-7.45, 0.5900000000000007, 
-7.4, 5.1400000000000015, 
-7.4, 2.0900000000000007, 
-7.4, 1.990000000000001, 
-7.4, 1.9400000000000004, 
-7.4, 1.8900000000000006, 
-7.4, 1.790000000000001, 
-7.4, 1.740000000000001, 
-7.4, 1.6900000000000004, 
-7.4, 1.6400000000000006, 
-7.4, 1.5900000000000007, 
-7.4, 1.540000000000001, 
-7.4, 1.490000000000001, 
-7.4, 1.4400000000000004, 
-7.4, 1.3900000000000006, 
-7.4, 1.3400000000000007, 
-7.4, 1.290000000000001, 
-7.4, 1.240000000000001, 
-7.4, 1.1900000000000004, 
-7.4, 1.1400000000000006, 
-7.4, 1.0900000000000007, 
-7.4, 1.040000000000001, 
-7.4, 0.9900000000000011, 
-7.4, 0.9400000000000004, 
-7.4, 0.7400000000000011, 
-7.4, 0.6900000000000004, 
-7.4, 0.6400000000000006, 
-7.4, 0.5900000000000007, 
-7.4, 0.5400000000000009, 
-7.4, 0.4900000000000002, 
-7.4, 0.4400000000000004, 
-7.4, 0.39000000000000057, 
-7.4, 0.34000000000000075, 
-7.4, 0.2900000000000009, 
-7.4, 0.2400000000000002, 
-7.4, 0.1900000000000004, 
-7.4, 0.14000000000000057, 
-7.4, 0.09000000000000075, 
-7.4, 0.040000000000000924, 
-7.4, -0.009999999999999787, 
-7.4, -0.05999999999999961, 
-7.4, -0.10999999999999943, 
-7.4, -0.15999999999999925, 
-7.4, -0.20999999999999952, 
-7.4, -0.25999999999999934, 
-7.4, -0.3099999999999996, 
-7.4, -0.35999999999999943, 
-7.4, -0.40999999999999925, 
-7.4, -0.4599999999999995, 
-7.4, -0.5099999999999993, 
-7.4, -0.5599999999999996, 
-7.4, -0.6099999999999994, 
-7.4, -0.6599999999999993, 
-7.4, -0.7099999999999995, 
-7.4, -0.7599999999999993, 
-7.4, -0.8099999999999996, 
-7.4, -0.8599999999999994, 
-7.4, -0.9099999999999993, 
-7.4, -0.9599999999999995, 
-7.4, -1.0099999999999993, 
-7.4, -1.0599999999999996, 
-7.4, -1.1099999999999994, 
-7.4, -1.1599999999999993, 
-7.4, -1.2099999999999995, 
-7.4, -1.2599999999999993, 
-7.4, -1.3099999999999996, 
-7.4, -1.3599999999999994, 
-7.4, -1.4099999999999993, 
-7.4, -1.4599999999999995, 
-7.4, -1.5099999999999993, 
-7.4, -1.5599999999999996, 
-7.4, -1.6099999999999994, 
-7.4, -1.6599999999999993, 
-7.4, -1.7099999999999995, 
-7.4, -1.7599999999999993, 
-7.4, -1.8099999999999996, 
-7.4, -1.8599999999999994, 
-7.4, -1.9099999999999997, 
-7.4, -1.9599999999999995, 
-7.35, 5.1400000000000015, 
-7.35, 0.9900000000000011, 
-7.35, 0.9400000000000004, 
-7.35, 0.7400000000000011, 
-7.35, 0.6900000000000004, 
-7.35, -0.4599999999999995, 
-7.35, -0.6599999999999993, 
-7.35, -0.7099999999999995, 
-7.35, -0.7599999999999993, 
-7.35, -0.8599999999999994, 
-7.35, -0.9099999999999993, 
-7.35, -0.9599999999999995, 
-7.35, -1.0099999999999993, 
-7.35, -1.0599999999999996, 
-7.35, -1.1099999999999994, 
-7.35, -1.1599999999999993, 
-7.35, -1.2099999999999995, 
-7.35, -1.2599999999999993, 
-7.35, -1.3099999999999996, 
-7.35, -1.3599999999999994, 
-7.35, -1.4099999999999993, 
-7.35, -1.4599999999999995, 
-7.35, -1.5099999999999993, 
-7.35, -1.5599999999999996, 
-7.35, -1.6099999999999994, 
-7.35, -1.6599999999999993, 
-7.35, -1.7099999999999995, 
-7.35, -1.7599999999999993, 
-7.35, -1.8099999999999996, 
-7.35, -1.8599999999999994, 
-7.35, -1.9099999999999997, 
-7.35, -1.9599999999999995, 
-7.35, -2.0099999999999993, 
-7.35, -2.0599999999999996, 
-7.35, -2.1099999999999994, 
-7.35, -2.1599999999999993, 
-7.35, -2.2099999999999995, 
-7.35, -2.26, 
